x,y
0.10534894703624462,1.000721844195493
0.1117883250520149,1.000671392719464
0.12145405838571491,1.000801402292308
0.13284936849423806,1.000801402292308
0.1468438843916131,1.0006461669814495
0.16770189240648947,1.000919769216838
0.1866936514442994,1.000919769216838
0.2133202837472093,1.000919769216838
0.24633407786700726,1.0015213060464154
0.28100664353851473,1.00253809733254
0.3334152460802635,1.0015213060464154
0.3825109917080165,0.9993887609634938
0.42698392488184417,0.9976151975369332
0.49756340637094365,0.9968390209826394
0.5757676906284204,0.9916677446896587
0.6526111711165979,0.9880080722361646
0.7740922191782817,0.9797340301673954
0.8814231385646983,0.9728803911929833
0.9926743078194408,0.9628308452562676
1.134571542827399,0.9553155157693203
1.2713033323320917,0.9438824351245763
1.4529743798790524,0.930446818969755
1.6191020274062606,0.9210570231041888
1.8212338315761962,0.9088244806085224
2.0043968677493997,0.8980550309176993
2.194850038339157,0.8892939380611109
2.4038516260005465,0.8780083309616827
2.706700217135583,0.8667692944555121
2.96015273260706,0.8595023414659387
3.1962653377027124,0.8516454942951024
3.5863125292896045,0.840338542340431
4.024033695876833,0.8325049804662233
4.457727267837993,0.8245045406328426
4.793239947978764,0.8198106129207523
