x,y
0.1091974385201702,0.9998990970479418
0.11890940773945126,0.9994896639155519
0.1352439831903476,0.9983273395254975
0.152182465181601,0.9960473208972601
0.1667898398750215,0.9933112985433754
0.18536084458605787,0.9913805593645701
0.20943295649593494,0.9872610023026571
0.22906987885627883,0.9838244806085225
0.25508812495469774,0.9805625986391038
0.27712337311220125,0.9777489586297896
0.30944806011067805,0.972591265426509
0.33691953684565984,0.9658346485213836
0.37111773343320276,0.9629317482083257
0.40723727794071224,0.9568756306434503
0.4551153389449104,0.9480388605728183
0.5076667737108382,0.9390332721016273
0.5656795775307145,0.9317896044086829
0.6272120472691357,0.9233486843807405
0.6757904994135352,0.9150843445188999
0.7693323455919684,0.9041266720136607
0.8237592521095853,0.8976475382266953
0.8928168348121108,0.8894161858684122
0.983199647954264,0.8798401076298155
1.0897179462960254,0.8703125404258621
1.1688970494548312,0.8611381335541124
1.307304877225816,0.8545328710770743
1.578011641377028,0.8411651703707537
1.7057390130072858,0.8367273809215803
1.893595950377956,0.8316084965460143
2.173083675843274,0.8216520917958138
2.38041542539946,0.8172666942640552
2.8309105014847695,0.8094195493001474
3.355285648797347,0.8034817986598018
3.820006278420424,0.7973616465291972
4.289637146483518,0.7910086414323044
4.713154957058773,0.7871529843988513
